SS,YYYY,MM,DD,HR,MIN,mm/dd/yyy,JULIAN,WEEK,StartTime,Sunrise_Time,JDY_GSS,NUM_DAYS_GSS,MIN_SUN
CL:R-040-1:2,2013,6,23,5,9,2013-06-23,174,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2013,6,28,9,16,2013-06-28,179,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2014,6,2,5,12,2014-06-02,153,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2014,6,8,9,17,2014-06-08,159,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2014,6,19,7,36,2014-06-19,170,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2015,6,4,6,58,2015-06-04,155,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2015,6,19,5,33,2015-06-19,170,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2015,6,29,7,2,2015-06-29,180,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2016,5,28,8,28,2016-05-28,148,NA,8:28:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2016,6,20,5,48,2016-06-20,171,NA,5:48:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2016,6,29,8,34,2016-06-29,180,NA,8:34:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2017,6,13,7,39,2017-06-13,163,22,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2017,6,25,7,43,2017-06-25,175,24,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2018,6,16,5,18,2018-06-16,166,22,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2018,6,21,5,47,2018-06-21,171,23,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:2,2018,6,26,7,33,2018-06-26,176,24,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,1993,5,18,6,41,1993-05-18,138,21,1900-01-00,1/0/1900,110,28,81
,,,,,,,,,,,,,
CL:R-040-1:3,1993,5,27,7,2,1993-05-27,147,22,1900-01-00,1/0/1900,110,37,115
,,,,,,,,,,,,,
CL:R-040-1:3,1993,6,6,7,43,1993-06-06,157,24,1900-01-00,1/0/1900,110,47,166
,,,,,,,,,,,,,
CL:R-040-1:3,1993,6,16,5,42,1993-06-16,167,25,1900-01-00,1/0/1900,110,57,49
,,,,,,,,,,,,,
CL:R-040-1:3,1993,6,26,8,58,1993-06-26,177,26,1900-01-00,1/0/1900,110,67,243
,,,,,,,,,,,,,
CL:R-040-1:3,1994,5,17,7,40,1994-05-17,137,21,1900-01-00,1/0/1900,110,27,138
,,,,,,,,,,,,,
CL:R-040-1:3,1994,5,28,7,54,1994-05-28,148,22,1900-01-00,1/0/1900,110,38,168
,,,,,,,,,,,,,
CL:R-040-1:3,1994,6,6,5,41,1994-06-06,157,24,1900-01-00,1/0/1900,110,47,44
,,,,,,,,,,,,,
CL:R-040-1:3,1994,6,15,8,0,1994-06-15,166,25,1900-01-00,1/0/1900,110,56,187
,,,,,,,,,,,,,
CL:R-040-1:3,1994,6,26,5,44,1994-06-26,177,27,1900-01-00,1/0/1900,110,67,49
,,,,,,,,,,,,,
CL:R-040-1:3,1995,5,17,7,32,1995-05-17,137,20,1900-01-00,1/0/1900,110,27,130
,,,,,,,,,,,,,
CL:R-040-1:3,1995,5,29,6,53,1995-05-29,149,22,1900-01-00,1/0/1900,110,39,108
,,,,,,,,,,,,,
CL:R-040-1:3,1995,6,8,7,37,1995-06-08,159,23,1900-01-00,1/0/1900,110,49,161
,,,,,,,,,,,,,
CL:R-040-1:3,1995,6,19,7,17,1995-06-19,170,25,1900-01-00,1/0/1900,110,60,144
,,,,,,,,,,,,,
CL:R-040-1:3,1995,6,29,8,9,1995-06-29,180,26,1900-01-00,1/0/1900,110,70,193
,,,,,,,,,,,,,
CL:R-040-1:3,1996,5,16,6,32,1996-05-16,137,20,1900-01-00,1/0/1900,110,27,69
,,,,,,,,,,,,,
CL:R-040-1:3,1996,5,27,5,53,1996-05-27,148,22,1900-01-00,1/0/1900,110,38,47
,,,,,,,,,,,,,
CL:R-040-1:3,1996,6,6,6,55,1996-06-06,158,23,1900-01-00,1/0/1900,110,48,118
,,,,,,,,,,,,,
CL:R-040-1:3,1996,6,16,5,34,1996-06-16,168,25,1900-01-00,1/0/1900,110,58,41
,,,,,,,,,,,,,
CL:R-040-1:3,1996,6,26,6,22,1996-06-26,178,26,1900-01-00,1/0/1900,110,68,87
,,,,,,,,,,,,,
CL:R-040-1:3,1997,5,16,9,9,1997-05-16,136,20,1900-01-00,1/0/1900,110,26,226
,,,,,,,,,,,,,
CL:R-040-1:3,1997,5,26,6,22,1997-05-26,146,22,1900-01-00,1/0/1900,110,36,74
,,,,,,,,,,,,,
CL:R-040-1:3,1997,6,5,8,30,1997-06-05,156,23,1900-01-00,1/0/1900,110,46,212
,,,,,,,,,,,,,
CL:R-040-1:3,1997,6,15,8,10,1997-06-15,166,25,1900-01-00,1/0/1900,110,56,197
,,,,,,,,,,,,,
CL:R-040-1:3,1997,6,26,8,55,1997-06-26,177,26,1900-01-00,1/0/1900,110,67,240
,,,,,,,,,,,,,
CL:R-040-1:3,1998,5,18,6,25,1998-05-18,138,21,1900-01-00,1/0/1900,110,28,65
,,,,,,,,,,,,,
CL:R-040-1:3,1998,5,27,7,45,1998-05-27,147,22,1900-01-00,1/0/1900,110,37,158
,,,,,,,,,,,,,
CL:R-040-1:3,1998,6,7,6,45,1998-06-07,158,24,1900-01-00,1/0/1900,110,48,109
,,,,,,,,,,,,,
CL:R-040-1:3,1998,6,17,8,2,1998-06-17,168,25,1900-01-00,1/0/1900,110,58,189
,,,,,,,,,,,,,
CL:R-040-1:3,1998,6,29,6,55,1998-06-29,180,27,1900-01-00,1/0/1900,110,70,118
,,,,,,,,,,,,,
CL:R-040-1:3,1999,5,17,7,0,1999-05-17,137,21,1900-01-00,1/0/1900,110,27,98
,,,,,,,,,,,,,
CL:R-040-1:3,1999,5,27,6,58,1999-05-27,147,22,1900-01-00,1/0/1900,110,37,111
,,,,,,,,,,,,,
CL:R-040-1:3,1999,6,5,7,3,1999-06-05,156,23,1900-01-00,1/0/1900,110,46,125
,,,,,,,,,,,,,
CL:R-040-1:3,1999,6,16,7,1,1999-06-16,167,25,1900-01-00,1/0/1900,110,57,128
,,,,,,,,,,,,,
CL:R-040-1:3,1999,6,25,6,15,1999-06-25,176,26,1900-01-00,1/0/1900,110,66,81
,,,,,,,,,,,,,
CL:R-040-1:3,2000,5,16,6,59,2000-05-16,137,21,1900-01-00,1/0/1900,110,27,96
,,,,,,,,,,,,,
CL:R-040-1:3,2000,5,27,5,40,2000-05-27,148,22,1900-01-00,1/0/1900,110,38,34
,,,,,,,,,,,,,
CL:R-040-1:3,2000,6,4,7,40,2000-06-04,156,24,1900-01-00,1/0/1900,110,46,162
,,,,,,,,,,,,,
CL:R-040-1:3,2000,6,16,7,43,2000-06-16,168,25,1900-01-00,1/0/1900,110,58,170
,,,,,,,,,,,,,
CL:R-040-1:3,2000,6,27,5,30,2000-06-27,179,27,1900-01-00,1/0/1900,110,69,34
,,,,,,,,,,,,,
CL:R-040-1:3,2001,5,18,8,21,2001-05-18,138,20,1900-01-00,1/0/1900,110,28,181
,,,,,,,,,,,,,
CL:R-040-1:3,2001,5,29,5,50,2001-05-29,149,22,1900-01-00,1/0/1900,110,39,46
,,,,,,,,,,,,,
CL:R-040-1:3,2001,6,7,7,37,2001-06-07,158,23,1900-01-00,1/0/1900,110,48,161
,,,,,,,,,,,,,
CL:R-040-1:3,2001,6,21,5,29,2001-06-21,172,25,1900-01-00,1/0/1900,110,62,36
,,,,,,,,,,,,,
CL:R-040-1:3,2001,7,1,7,36,2001-07-01,182,27,1900-01-00,1/0/1900,110,72,158
,,,,,,,,,,,,,
CL:R-040-1:3,2002,5,19,8,6,2002-05-19,139,21,1900-01-00,1/0/1900,110,29,167
,,,,,,,,,,,,,
CL:R-040-1:3,2002,5,28,9,38,2002-05-28,148,22,1900-01-00,1/0/1900,110,38,272
,,,,,,,,,,,,,
CL:R-040-1:3,2002,6,9,7,51,2002-06-09,160,24,1900-01-00,1/0/1900,110,50,176
,,,,,,,,,,,,,
CL:R-040-1:3,2002,6,19,6,5,2002-06-19,170,25,1900-01-00,1/0/1900,110,60,72
,,,,,,,,,,,,,
CL:R-040-1:3,2002,6,26,7,42,2002-06-26,177,26,1900-01-00,1/0/1900,110,67,167
,,,,,,,,,,,,,
CL:R-040-1:3,2003,5,21,6,14,2003-05-21,141,21,1900-01-00,1/0/1900,110,31,58
,,,,,,,,,,,,,
CL:R-040-1:3,2003,5,31,9,42,2003-05-31,151,22,1900-01-00,1/0/1900,110,41,279
,,,,,,,,,,,,,
CL:R-040-1:3,2003,6,11,7,16,2003-06-11,162,24,1900-01-00,1/0/1900,110,52,142
,,,,,,,,,,,,,
CL:R-040-1:3,2003,6,19,9,3,2003-06-19,170,25,1900-01-00,1/0/1900,110,60,250
,,,,,,,,,,,,,
CL:R-040-1:3,2003,6,29,7,32,2003-06-29,180,27,1900-01-00,1/0/1900,110,70,156
,,,,,,,,,,,,,
CL:R-040-1:3,2005,5,28,7,46,2005-05-28,148,22,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2005,6,18,6,32,2005-06-18,169,25,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2005,6,28,7,42,2005-06-28,179,27,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2006,5,22,6,22,2006-05-22,142,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2006,5,31,7,40,2006-05-31,151,22,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2006,6,11,5,50,2006-06-11,162,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2006,6,21,7,15,2006-06-21,172,25,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2006,6,30,5,17,2006-06-30,181,26,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2007,5,21,8,39,2007-05-21,141,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2007,5,31,7,7,2007-05-31,151,22,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2007,6,10,7,59,2007-06-10,161,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2007,6,21,7,16,2007-06-21,172,25,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2007,7,4,7,43,2007-07-04,185,27,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2008,5,29,8,25,2008-05-29,149,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2008,6,5,6,3,2008-06-05,156,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2009,6,4,6,11,2009-06-04,155,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2009,6,10,7,45,2009-06-10,161,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2009,6,23,6,15,2009-06-23,174,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2009,6,29,7,23,2009-06-29,180,27,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2010,6,4,6,40,2010-06-04,155,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2010,6,10,5,48,2010-06-10,161,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2010,6,16,5,17,2010-06-16,167,25,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2010,6,22,7,50,2010-06-22,173,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2010,6,25,8,40,2010-06-25,176,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2011,6,1,8,28,2011-06-01,152,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2011,6,9,7,32,2011-06-09,160,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2011,6,13,7,40,2011-06-13,164,25,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2011,6,25,5,59,2011-06-25,176,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:3,2012,5,31,7,39,2012-05-31,151,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2012,6,7,7,10,2012-06-07,158,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2012,6,14,7,27,2012-06-14,165,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2012,6,25,5,40,2012-06-25,176,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2013,6,4,7,57,2013-06-04,155,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2013,6,23,5,22,2013-06-23,174,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2013,6,28,9,5,2013-06-28,179,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2014,6,2,5,58,2014-06-02,153,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2014,6,8,9,17,2014-06-08,159,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2014,6,19,7,46,2014-06-19,170,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2015,6,5,6,41,2015-06-05,156,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2015,6,19,5,45,2015-06-19,170,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2015,6,29,6,51,2015-06-29,180,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2016,5,28,8,40,2016-05-28,148,NA,8:40:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2016,6,20,6,1,2016-06-20,171,NA,6:01:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2016,6,29,8,20,2016-06-29,180,NA,8:20:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2017,6,13,7,22,2017-06-13,163,22,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2017,6,25,7,31,2017-06-25,175,24,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2018,6,16,5,31,2018-06-16,166,22,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2018,6,21,5,33,2018-06-21,171,23,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:3,2018,6,26,7,47,2018-06-26,176,24,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,1993,5,18,6,54,1993-05-18,138,21,1900-01-00,1/0/1900,110,28,94
,,,,,,,,,,,,,
CL:R-040-1:4,1993,5,27,6,50,1993-05-27,147,22,1900-01-00,1/0/1900,110,37,103
,,,,,,,,,,,,,
CL:R-040-1:4,1993,6,6,7,43,1993-06-06,157,24,1900-01-00,1/0/1900,110,47,166
,,,,,,,,,,,,,
CL:R-040-1:4,1993,6,16,6,0,1993-06-16,167,25,1900-01-00,1/0/1900,110,57,67
,,,,,,,,,,,,,
CL:R-040-1:4,1993,6,26,8,48,1993-06-26,177,26,1900-01-00,1/0/1900,110,67,233
,,,,,,,,,,,,,
CL:R-040-1:4,1994,5,17,7,31,1994-05-17,137,21,1900-01-00,1/0/1900,110,27,129
,,,,,,,,,,,,,
CL:R-040-1:4,1994,5,28,8,4,1994-05-28,148,22,1900-01-00,1/0/1900,110,38,178
,,,,,,,,,,,,,
CL:R-040-1:4,1994,6,6,5,49,1994-06-06,157,24,1900-01-00,1/0/1900,110,47,52
,,,,,,,,,,,,,
CL:R-040-1:4,1994,6,15,8,10,1994-06-15,166,25,1900-01-00,1/0/1900,110,56,197
,,,,,,,,,,,,,
CL:R-040-1:4,1994,6,26,5,53,1994-06-26,177,27,1900-01-00,1/0/1900,110,67,58
,,,,,,,,,,,,,
CL:R-040-1:4,1995,5,17,7,43,1995-05-17,137,20,1900-01-00,1/0/1900,110,27,141
,,,,,,,,,,,,,
CL:R-040-1:4,1995,5,29,6,43,1995-05-29,149,22,1900-01-00,1/0/1900,110,39,98
,,,,,,,,,,,,,
CL:R-040-1:4,1995,6,8,7,52,1995-06-08,159,23,1900-01-00,1/0/1900,110,49,176
,,,,,,,,,,,,,
CL:R-040-1:4,1995,6,19,7,5,1995-06-19,170,25,1900-01-00,1/0/1900,110,60,132
,,,,,,,,,,,,,
CL:R-040-1:4,1995,6,29,8,20,1995-06-29,180,26,1900-01-00,1/0/1900,110,70,204
,,,,,,,,,,,,,
CL:R-040-1:4,1996,5,16,6,42,1996-05-16,137,20,1900-01-00,1/0/1900,110,27,79
,,,,,,,,,,,,,
CL:R-040-1:4,1996,5,27,6,2,1996-05-27,148,22,1900-01-00,1/0/1900,110,38,56
,,,,,,,,,,,,,
CL:R-040-1:4,1996,6,6,7,10,1996-06-06,158,23,1900-01-00,1/0/1900,110,48,133
,,,,,,,,,,,,,
CL:R-040-1:4,1996,6,16,5,44,1996-06-16,168,25,1900-01-00,1/0/1900,110,58,51
,,,,,,,,,,,,,
CL:R-040-1:4,1996,6,26,6,32,1996-06-26,178,26,1900-01-00,1/0/1900,110,68,97
,,,,,,,,,,,,,
CL:R-040-1:4,1997,5,16,8,59,1997-05-16,136,20,1900-01-00,1/0/1900,110,26,216
,,,,,,,,,,,,,
CL:R-040-1:4,1997,5,26,6,31,1997-05-26,146,22,1900-01-00,1/0/1900,110,36,83
,,,,,,,,,,,,,
CL:R-040-1:4,1997,6,5,8,41,1997-06-05,156,23,1900-01-00,1/0/1900,110,46,223
,,,,,,,,,,,,,
CL:R-040-1:4,1997,6,15,8,21,1997-06-15,166,25,1900-01-00,1/0/1900,110,56,208
,,,,,,,,,,,,,
CL:R-040-1:4,1997,6,26,8,47,1997-06-26,177,26,1900-01-00,1/0/1900,110,67,232
,,,,,,,,,,,,,
CL:R-040-1:4,1998,5,18,6,36,1998-05-18,138,21,1900-01-00,1/0/1900,110,28,76
,,,,,,,,,,,,,
CL:R-040-1:4,1998,5,27,7,32,1998-05-27,147,22,1900-01-00,1/0/1900,110,37,145
,,,,,,,,,,,,,
CL:R-040-1:4,1998,6,7,6,56,1998-06-07,158,24,1900-01-00,1/0/1900,110,48,120
,,,,,,,,,,,,,
CL:R-040-1:4,1998,6,17,7,49,1998-06-17,168,25,1900-01-00,1/0/1900,110,58,176
,,,,,,,,,,,,,
CL:R-040-1:4,1998,6,29,7,5,1998-06-29,180,27,1900-01-00,1/0/1900,110,70,128
,,,,,,,,,,,,,
CL:R-040-1:4,1999,5,17,7,10,1999-05-17,137,21,1900-01-00,1/0/1900,110,27,108
,,,,,,,,,,,,,
CL:R-040-1:4,1999,5,27,6,48,1999-05-27,147,22,1900-01-00,1/0/1900,110,37,101
,,,,,,,,,,,,,
CL:R-040-1:4,1999,6,5,7,17,1999-06-05,156,23,1900-01-00,1/0/1900,110,46,139
,,,,,,,,,,,,,
CL:R-040-1:4,1999,6,16,6,49,1999-06-16,167,25,1900-01-00,1/0/1900,110,57,116
,,,,,,,,,,,,,
CL:R-040-1:4,1999,6,25,6,25,1999-06-25,176,26,1900-01-00,1/0/1900,110,66,91
,,,,,,,,,,,,,
CL:R-040-1:4,2000,5,16,7,9,2000-05-16,137,21,1900-01-00,1/0/1900,110,27,106
,,,,,,,,,,,,,
CL:R-040-1:4,2000,5,27,5,50,2000-05-27,148,22,1900-01-00,1/0/1900,110,38,44
,,,,,,,,,,,,,
CL:R-040-1:4,2000,6,4,7,49,2000-06-04,156,24,1900-01-00,1/0/1900,110,46,171
,,,,,,,,,,,,,
CL:R-040-1:4,2000,6,16,7,53,2000-06-16,168,25,1900-01-00,1/0/1900,110,58,180
,,,,,,,,,,,,,
CL:R-040-1:4,2000,6,27,5,40,2000-06-27,179,27,1900-01-00,1/0/1900,110,69,44
,,,,,,,,,,,,,
CL:R-040-1:4,2001,5,18,8,11,2001-05-18,138,20,1900-01-00,1/0/1900,110,28,171
,,,,,,,,,,,,,
CL:R-040-1:4,2001,5,29,5,59,2001-05-29,149,22,1900-01-00,1/0/1900,110,39,55
,,,,,,,,,,,,,
CL:R-040-1:4,2001,6,7,7,26,2001-06-07,158,23,1900-01-00,1/0/1900,110,48,150
,,,,,,,,,,,,,
CL:R-040-1:4,2001,6,21,5,39,2001-06-21,172,25,1900-01-00,1/0/1900,110,62,46
,,,,,,,,,,,,,
CL:R-040-1:4,2001,7,1,7,6,2001-07-01,182,27,1900-01-00,1/0/1900,110,72,128
,,,,,,,,,,,,,
CL:R-040-1:4,2002,5,19,7,54,2002-05-19,139,21,1900-01-00,1/0/1900,110,29,155
,,,,,,,,,,,,,
CL:R-040-1:4,2002,5,28,9,31,2002-05-28,148,22,1900-01-00,1/0/1900,110,38,265
,,,,,,,,,,,,,
CL:R-040-1:4,2002,6,9,7,42,2002-06-09,160,24,1900-01-00,1/0/1900,110,50,167
,,,,,,,,,,,,,
CL:R-040-1:4,2002,6,19,6,16,2002-06-19,170,25,1900-01-00,1/0/1900,110,60,83
,,,,,,,,,,,,,
CL:R-040-1:4,2002,6,26,7,32,2002-06-26,177,26,1900-01-00,1/0/1900,110,67,157
,,,,,,,,,,,,,
CL:R-040-1:4,2003,5,21,6,23,2003-05-21,141,21,1900-01-00,1/0/1900,110,31,67
,,,,,,,,,,,,,
CL:R-040-1:4,2003,5,31,9,33,2003-05-31,151,22,1900-01-00,1/0/1900,110,41,270
,,,,,,,,,,,,,
CL:R-040-1:4,2003,6,11,7,25,2003-06-11,162,24,1900-01-00,1/0/1900,110,52,151
,,,,,,,,,,,,,
CL:R-040-1:4,2003,6,29,7,42,2003-06-29,180,27,1900-01-00,1/0/1900,110,70,166
,,,,,,,,,,,,,
CL:R-040-1:4,2005,5,28,7,59,2005-05-28,148,22,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2005,6,18,6,22,2005-06-18,169,25,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2005,6,28,7,50,2005-06-28,179,27,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2006,5,22,6,38,2006-05-22,142,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2006,5,31,7,27,2006-05-31,151,22,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2006,6,11,6,20,2006-06-11,162,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2006,6,21,7,4,2006-06-21,172,25,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2006,6,30,5,34,2006-06-30,181,26,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2007,5,21,8,49,2007-05-21,141,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2007,5,31,6,58,2007-05-31,151,22,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2007,6,10,8,9,2007-06-10,161,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2007,6,21,7,7,2007-06-21,172,25,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2007,7,4,7,54,2007-07-04,185,27,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2008,5,29,8,36,2008-05-29,149,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,2008,6,5,5,54,2008-06-05,156,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,2009,6,4,6,24,2009-06-04,155,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2009,6,10,7,28,2009-06-10,161,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2009,6,23,6,30,2009-06-23,174,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2009,6,29,7,11,2009-06-29,180,27,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2010,6,4,6,50,2010-06-04,155,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2010,6,10,6,0,2010-06-10,161,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2010,6,16,5,27,2010-06-16,167,25,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2010,6,22,7,27,2010-06-22,173,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2010,6,25,6,16,2010-06-25,176,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2011,6,1,8,38,2011-06-01,152,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2011,6,9,7,9,2011-06-09,160,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2011,6,13,7,27,2011-06-13,164,25,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2011,6,25,6,23,2011-06-25,176,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:R-040-1:4,2012,5,31,7,13,2012-05-31,151,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,2012,6,7,6,54,2012-06-07,158,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,2012,6,14,7,39,2012-06-14,165,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,2012,6,25,5,56,2012-06-25,176,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,2013,6,4,8,6,2013-06-04,155,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,2013,6,23,5,33,2013-06-23,174,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,2013,6,28,8,53,2013-06-28,179,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:R-040-1:4,2014,6,2,5,58,2014-06-02,153,NA,1900-01-00,NA,NA,NA,NA
